 Federal-gov; 10th; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Local-gov; 11th; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Local-gov; 11th; Never-married; Puerto-Rico; White;0-40;2****; Own-child; Female; <=50K
 Local-gov; 11th; Never-married; United-States; Asian-Pac-Islander;0-40;1****; Not-in-family; Male; <=50K
 Local-gov; 11th; Never-married; United-States; Black;0-40;2****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;2****; Other-relative; Female; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;2****; Own-child; Female; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;2****; Own-child; Female; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;2****; Unmarried; Female; >50K
 Local-gov; 11th; Never-married; United-States; White;0-40;3****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;3****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;4****; Own-child; Female; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;4****; Own-child; Male; >50K
 Local-gov; 11th; Never-married; United-States; White;0-40;6****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;7****; Own-child; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;0-40;9****; Own-child; Female; <=50K
 Local-gov; 11th; Never-married; United-States; White;41-80;1****; Not-in-family; Male; <=50K
 Local-gov; 11th; Never-married; United-States; White;41-80;6****; Unmarried; Male; >50K
 Local-gov; 11th; Separated; United-States; Black;0-40;6****; Not-in-family; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; Mexico; White;41-80;9****; Other-relative; Female; <=50K
 Local-gov; 12th; Married-civ-spouse; Nicaragua; White;0-40;2****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; Puerto-Rico; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;0-40;7****; Wife; Female; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Local-gov; 12th; Married-civ-spouse; United-States; White;41-80;9****; Husband; Male; <=50K
 Local-gov; 12th; Never-married; United-States; Black;0-40;6****; Own-child; Male; <=50K
 Local-gov; 12th; Never-married; United-States; Black;0-40;8****; Unmarried; Female; <=50K
 Local-gov; 12th; Never-married; United-States; White;0-40;2****; Own-child; Male; <=50K
 Local-gov; 12th; Never-married; United-States; White;0-40;4****; Own-child; Female; <=50K
 Local-gov; 12th; Never-married; United-States; White;0-40;5****; Own-child; Male; <=50K
 Local-gov; 12th; Never-married; United-States; White;41-80;4****; Not-in-family; Male; <=50K
 Local-gov; 12th; Widowed; United-States; White;41-80;1****; Not-in-family; Female; <=50K
 Local-gov; 12th; Widowed; United-States; White;41-80;8****; Not-in-family; Male; >50K
 Local-gov; 1st-4th; Married-civ-spouse; Mexico; White;41-80;****; Husband; Male; <=50K
 Local-gov; 1st-4th; Married-civ-spouse; Mexico; White;41-80;1****; Husband; Male; <=50K
 Local-gov; 1st-4th; Never-married; United-States; Amer-Indian-Eskimo;41-80;3****; Not-in-family; Female; >50K
 Local-gov; 1st-4th; Widowed; United-States; Black;41-80;3****; Unmarried; Male; <=50K
 Local-gov; 5th-6th; Divorced; Haiti; Black;41-80;4****; Other-relative; Female; >50K
 Local-gov; 5th-6th; Married-civ-spouse; Mexico; White;0-40;9****; Other-relative; Male; <=50K
 Local-gov; 5th-6th; Married-civ-spouse; Mexico; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 5th-6th; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; 5th-6th; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Local-gov; 5th-6th; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Local-gov; 5th-6th; Never-married; El-Salvador; Other;0-40;2****; Unmarried; Female; <=50K
 Local-gov; 5th-6th; Never-married; Guatemala; White;0-40;2****; Other-relative; Male; >50K
 Local-gov; 7th-8th; Divorced; United-States; White;41-80;****; Not-in-family; Male; <=50K
 Local-gov; 7th-8th; Divorced; United-States; White;41-80;3****; Not-in-family; Male; <=50K
 Local-gov; 7th-8th; Divorced; United-States; White;41-80;8****; Not-in-family; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;0-40;8****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;9****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;41-80;9****; Husband; Male; >50K
 Local-gov; 7th-8th; Married-civ-spouse; United-States; White;81-100;5****; Husband; Male; <=50K
 Local-gov; 7th-8th; Married-spouse-absent; Puerto-Rico; White;41-80;4****; Not-in-family; Female; <=50K
 Local-gov; 7th-8th; Never-married; United-States; Black;41-80;****; Other-relative; Female; <=50K
 Local-gov; 7th-8th; Never-married; United-States; Black;41-80;****; Unmarried; Female; <=50K
 Local-gov; 7th-8th; Never-married; United-States; Black;41-80;1****; Unmarried; Female; <=50K
 Local-gov; 7th-8th; Never-married; United-States; White;0-40;3****; Own-child; Male; <=50K
 Local-gov; 7th-8th; Widowed; United-States; Black;41-80;4****; Not-in-family; Female; <=50K
 Local-gov; 7th-8th; Widowed; United-States; White;41-80;****; Not-in-family; Female; <=50K
 Local-gov; 7th-8th; Widowed; United-States; White;41-80;****; Not-in-family; Female; >50K
 Local-gov; 9th; Divorced; United-States; Black;41-80;3****; Not-in-family; Male; >50K
 Local-gov; 9th; Divorced; United-States; White;41-80;1****; Not-in-family; Female; <=50K
 Local-gov; 9th; Married-civ-spouse; Trinadad&Tobago; Black;0-40;7****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; >50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; >50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; >50K
 Local-gov; 9th; Married-civ-spouse; United-States; White;41-80;9****; Husband; Male; <=50K
 Local-gov; 9th; Married-civ-spouse; Yugoslavia; White;41-80;4****; Wife; Female; <=50K
 Local-gov; 9th; Never-married; United-States; Black;0-40;7****; Own-child; Male; <=50K
 Local-gov; 9th; Never-married; United-States; White;0-40;2****; Own-child; Male; <=50K
 Local-gov; 9th; Never-married; United-States; White;0-40;8****; Own-child; Male; <=50K
 Local-gov; 9th; Never-married; United-States; White;41-80;****; Other-relative; Male; >50K
 Local-gov; 9th; Never-married; United-States; White;41-80;9****; Own-child; Male; >50K
 Local-gov; 9th; Separated; United-States; Black;41-80;5****; Unmarried; Female; <=50K
 Local-gov; 9th; Separated; United-States; White;41-80;3****; Other-relative; Female; >50K
 Local-gov; 9th; Widowed; United-States; White;41-80;7****; Unmarried; Male; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; Black;0-40;9****; Not-in-family; Female; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; Black;41-80;6****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;0-40;1****; Unmarried; Female; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;0-40;7****; Unmarried; Female; >50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;3****; Unmarried; Female; >50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;5****; Own-child; Male; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;6****; Not-in-family; Female; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;6****; Not-in-family; Female; <=50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;6****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;6****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Divorced; United-States; White;41-80;8****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; Canada; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; England; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; England; White;0-40;8****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; France; White;0-40;3****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; Hong; Asian-Pac-Islander;0-40;9****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; Philippines; Asian-Pac-Islander;81-100;6****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; Amer-Indian-Eskimo;41-80;8****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; Asian-Pac-Islander;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; Black;0-40;8****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; Black;41-80;****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;1****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;5****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;9****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;9****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;0-40;9****; Wife; Female; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;1****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;8****; Wife; Female; >50K
 Local-gov; Assoc-acdm; Married-civ-spouse; United-States; White;41-80;9****; Husband; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; Haiti; Black;0-40;3****; Own-child; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; Amer-Indian-Eskimo;0-40;9****; Own-child; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; Black;0-40;3****; Own-child; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; Black;0-40;6****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; Black;0-40;6****; Unmarried; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; Black;41-80;3****; Not-in-family; Male; >50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;****; Own-child; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;2****; Unmarried; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;4****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;5****; Not-in-family; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;5****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;6****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;8****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;8****; Not-in-family; Male; >50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;0-40;9****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;41-80;4****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;41-80;6****; Not-in-family; Male; >50K
 Local-gov; Assoc-acdm; Never-married; United-States; White;41-80;8****; Not-in-family; Male; >50K
 Local-gov; Assoc-acdm; Separated; United-States; Black;41-80;9****; Not-in-family; Female; >50K
 Local-gov; Assoc-acdm; Separated; United-States; White;0-40;3****; Unmarried; Female; <=50K
 Local-gov; Assoc-acdm; Separated; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Separated; United-States; White;41-80;6****; Not-in-family; Male; <=50K
 Local-gov; Assoc-acdm; Widowed; United-States; Black;41-80;6****; Not-in-family; Female; <=50K
 Local-gov; Assoc-acdm; Widowed; United-States; White;0-40;4****; Unmarried; Male; <=50K
 Local-gov; Assoc-voc; Divorced; Cuba; White;41-80;****; Own-child; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; Amer-Indian-Eskimo;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; Asian-Pac-Islander;0-40;5****; Own-child; Male; >50K
 Local-gov; Assoc-voc; Divorced; United-States; Asian-Pac-Islander;41-80;8****; Unmarried; Male; >50K
 Local-gov; Assoc-voc; Divorced; United-States; Black;41-80;3****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;0-40;2****; Own-child; Male; >50K
 Local-gov; Assoc-voc; Divorced; United-States; White;0-40;3****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;0-40;6****; Unmarried; Male; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;2****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;3****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;3****; Not-in-family; Female; >50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;5****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;5****; Unmarried; Male; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;6****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;7****; Unmarried; Female; >50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;8****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Divorced; United-States; White;41-80;9****; Not-in-family; Female; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; Nicaragua; White;0-40;7****; Wife; Female; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; Amer-Indian-Eskimo;0-40;8****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; Black;0-40;3****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; Black;0-40;5****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; Black;41-80;3****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; Black;41-80;9****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;1****; Wife; Female; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;2****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;3****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;4****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;4****; Wife; Female; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;5****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;6****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;7****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;0-40;9****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;1****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;7****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-civ-spouse; United-States; White;41-80;8****; Husband; Male; >50K
 Local-gov; Assoc-voc; Married-spouse-absent; United-States; White;0-40;2****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; Amer-Indian-Eskimo;41-80;6****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; Black;0-40;1****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; Black;0-40;4****; Not-in-family; Female; >50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;****; Not-in-family; Male; >50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;****; Own-child; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;1****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;1****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;1****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;2****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;4****; Own-child; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;5****; Own-child; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;5****; Own-child; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;6****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;6****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;6****; Own-child; Male; >50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;7****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;8****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;8****; Own-child; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;0-40;9****; Not-in-family; Female; >50K
 Local-gov; Assoc-voc; Never-married; United-States; White;41-80;1****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;41-80;2****; Unmarried; Male; >50K
 Local-gov; Assoc-voc; Never-married; United-States; White;41-80;3****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;41-80;5****; Not-in-family; Male; <=50K
 Local-gov; Assoc-voc; Never-married; United-States; White;41-80;6****; Not-in-family; Male; >50K
 Local-gov; Assoc-voc; Separated; United-States; Black;0-40;4****; Own-child; Female; <=50K
 Local-gov; Assoc-voc; Separated; United-States; Black;41-80;9****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Widowed; United-States; Black;41-80;2****; Unmarried; Female; <=50K
 Local-gov; Assoc-voc; Widowed; United-States; White;41-80;5****; Not-in-family; Female; <=50K
 Local-gov; Assoc-voc; Widowed; United-States; White;81-100;2****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; Dominican-Republic; White;41-80;4****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; England; White;41-80;2****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; France; White;41-80;9****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; Germany; White;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; Germany; White;41-80;6****; Unmarried; Male; <=50K
 Local-gov; Bachelors; Divorced; Honduras; White;0-40;7****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; Outlying-US(Guam-USVI-etc); Black;41-80;1****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; Puerto-Rico; White;0-40;2****; Not-in-family; Male; <=50K
 Local-gov; Bachelors; Divorced; United-States; Asian-Pac-Islander;0-40;7****; Unmarried; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; Black;0-40;8****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;****; Not-in-family; Female; >50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;2****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;3****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;4****; Not-in-family; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;5****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;6****; Unmarried; Female; <=50K
 Local-gov; Bachelors; Divorced; United-States; Black;41-80;7****; Not-in-family; Male; <=50K
